,Account Name,Tweet Text,Compound Score,Positive Score,Neutral Score,Negative Score,Date
87,BBC News (World),Path to legalisation https://t.co/x8x7kEXUSV,0.0,0.0,1.0,0.0,Fri Dec 29 00:47:26 +0000 2017
88,BBC News (World),Africa's year in pictures 2017 https://t.co/otwkE4Vjap,0.0,0.0,1.0,0.0,Fri Dec 29 00:28:58 +0000 2017
89,BBC News (World),Brazilian fishermen work with dolphins to round up their catch https://t.co/KsciUW8S0F,0.0,0.0,1.0,0.0,Fri Dec 29 00:18:08 +0000 2017
90,BBC News (World),Italy dissolves parliament for March election https://t.co/f7oTYJicYA,0.0,0.0,1.0,0.0,Thu Dec 28 23:06:28 +0000 2017
91,BBC News (World),Apple apologies for slowing iPhone batteries down https://t.co/7vYdkyi5xj,0.0,0.0,1.0,0.0,Thu Dec 28 22:49:15 +0000 2017
92,BBC News (World),"Apple apologies for slowing iPhone batteries down 
https://t.co/R9kvLPW7hU",0.0,0.0,1.0,0.0,Thu Dec 28 22:44:45 +0000 2017
93,BBC News (World),Japan's Softbank takes large stake in Uber https://t.co/apzznbMvyy,0.0,0.0,1.0,0.0,Thu Dec 28 22:35:19 +0000 2017
94,BBC News (World),Iranians protest against high prices in Mashhad https://t.co/1yxKtfZjC4,-0.25,0.0,0.778,0.222,Thu Dec 28 22:17:14 +0000 2017
95,BBC News (World),Flight to nowhere https://t.co/RgOe7RDNK9,0.0,0.0,1.0,0.0,Thu Dec 28 21:59:02 +0000 2017
96,BBC News (World),President Nicolás Maduro of Venezuela accuses Portugal of sabotaging pork deliveries in time for Christmas https://t.co/Hgm3MOPOFX,-0.34,0.0,0.862,0.138,Thu Dec 28 21:56:14 +0000 2017
97,BBC News (World),"Vanity Fair sorry for suggesting Hillary Clinton 'knit' 
https://t.co/HwnTGErLOA",0.0258,0.2,0.522,0.278,Thu Dec 28 21:04:49 +0000 2017
98,BBC News (World),Dissolving the dead: An alternative to burial or cremation https://t.co/1p4WDsHd2V,-0.6486,0.0,0.677,0.323,Thu Dec 28 20:49:57 +0000 2017
99,BBC News (World),Alabama certifies election despite last-ditch Roy Moore lawsuit https://t.co/oRvnV7ALHz,-0.2263,0.0,0.808,0.192,Thu Dec 28 20:28:19 +0000 2017
