,Account Name,Tweet Text,Compound Score,Positive Score,Neutral Score,Negative Score,Date
42,CNN,"The Dow raced 25% higher in 2017, getting even closer to 25,000 and making this year its best since 2013… https://t.co/l9TyPyCUC0",0.6369,0.174,0.826,0.0,Fri Dec 29 22:01:08 +0000 2017
43,CNN,"How cold is it? It's water-freezes-in-mid-air, crack-in-your-window, close-the-ice-hockey-rinks cold in many parts… https://t.co/uMEtAPiIRw",0.0,0.0,1.0,0.0,Fri Dec 29 21:50:27 +0000 2017
44,CNN,"Trump's 2017, in 17 tweets | Analysis by Gregory Krieg https://t.co/RXrFSlJJTo https://t.co/qAkqtTANCp",0.0,0.0,1.0,0.0,Fri Dec 29 21:45:18 +0000 2017
45,CNN,"Avocados are a common ingredient on restaurant menus around the world, with a history of use that goes way back bef… https://t.co/lJhGpMshP2",0.0,0.0,1.0,0.0,Fri Dec 29 21:27:52 +0000 2017
46,CNN,A charity is launching a vending machine for the homeless https://t.co/AqucWozqpY https://t.co/nDLY8URk4l,0.4215,0.237,0.763,0.0,Fri Dec 29 21:18:38 +0000 2017
47,CNN,Oil prices closed at their highest level in two and a half years on the final trading day of 2017… https://t.co/2m9po2CEif,0.0,0.0,1.0,0.0,Fri Dec 29 21:15:32 +0000 2017
48,CNN,"To the world, Daniel Boulud is a renowned culinary master with 14 restaurants worldwide. But to his “French Connect… https://t.co/IbYsi6tzq0",0.0,0.0,1.0,0.0,Fri Dec 29 21:01:22 +0000 2017
49,CNN,"Police negotiator Sgt. Christine Brite remembers the exact day when her husband, detective Dan Brite, had a brush w… https://t.co/TOziC4I02n",0.0,0.0,1.0,0.0,Fri Dec 29 20:48:35 +0000 2017
50,CNN,"President Trump, Amazon and the US Postal Service: The story behind the tweet https://t.co/Dm2UeJB8B2 https://t.co/RicGCrmWjP",0.1779,0.108,0.892,0.0,Fri Dec 29 20:23:04 +0000 2017
51,CNN,How the US economy has fared during the first year of presidencies from Carter to Trump https://t.co/kD27oTxPl5 https://t.co/4sgkUGg3UR,0.0,0.0,1.0,0.0,Fri Dec 29 20:15:04 +0000 2017
52,CNN,"A look back at political developments in 2017, as told through illustrations from @CNNPolitics… https://t.co/NnrwiHq5hV",0.0,0.0,1.0,0.0,Fri Dec 29 20:03:59 +0000 2017
53,CNN,President Trump doesn't own a pet. Should he change that? @randikayeCNN says that could be one way to start 2018 of… https://t.co/8b4ycVRKGU,0.0,0.0,1.0,0.0,Fri Dec 29 19:51:31 +0000 2017
54,CNN,Goldman Sachs says it's about to take a big hit from the massive overhaul of the US tax code https://t.co/jKKbOia03k,0.0,0.0,1.0,0.0,Fri Dec 29 19:44:08 +0000 2017
55,CNN,"Former President Obama: ""Go keep changing the world in 2018"" https://t.co/pad0zZnoaF https://t.co/OUgFUOkSPP",0.0,0.0,1.0,0.0,Fri Dec 29 19:27:25 +0000 2017
56,CNN,"Across the country, many Americans will ring in 2018 with a raise. Here's where the minimum wage is going up next y… https://t.co/3kU3dxogXL",0.0,0.0,1.0,0.0,Fri Dec 29 19:25:33 +0000 2017
57,CNN,Senator Bernie Sanders to swear in Bill de Blasio for 2nd term as New York mayor https://t.co/M2uhPKhSB6,-0.0516,0.0,0.93,0.07,Fri Dec 29 19:00:16 +0000 2017
58,CNN,Republicans in Virginia warn against a delay in settling the disputed House of Delegates election… https://t.co/Q7VPSOztvF,-0.6249,0.0,0.663,0.337,Fri Dec 29 18:46:05 +0000 2017
59,CNN,Donald Trump doesn't know the difference between climate and weather | Analysis by Chris Cillizza… https://t.co/6s8GeQF67N,0.0,0.0,1.0,0.0,Fri Dec 29 18:29:06 +0000 2017
60,CNN,President Trump speaks from his Florida golf course with members of the US Coast Guard https://t.co/baV31rK9JI,0.0,0.0,1.0,0.0,Fri Dec 29 18:13:55 +0000 2017
61,CNN,"There's more to Trump's ""fair"" prediction on Mueller probe than meets the eye | Analysis by Stephen Collinson https://t.co/SW8bc1EL5n",0.0,0.0,1.0,0.0,Fri Dec 29 17:45:09 +0000 2017
62,CNN,"The relationship between the US and Russia is one of the major disappointments of the year, the Kremlin says… https://t.co/zi0FjACJ4x",-0.4588,0.0,0.864,0.136,Fri Dec 29 17:31:06 +0000 2017
63,CNN,President Trump lays out immigration deal demands https://t.co/IMGZly7Xkq,0.0,0.0,1.0,0.0,Fri Dec 29 17:15:06 +0000 2017
64,CNN,Meet the culinary master known as ‘papa’ | via @CNNTravel https://t.co/O4EQPsmPiL https://t.co/GzTQNeudLU,0.0,0.0,1.0,0.0,Fri Dec 29 17:03:43 +0000 2017
65,CNN,A three-year-old playing with burners on a stove caused the fire that killed at least 12 people in the New York fir… https://t.co/wvqcNa5QqQ,-0.7269,0.067,0.674,0.258,Fri Dec 29 16:59:07 +0000 2017
66,CNN,"No, President Trump's approval rating hasn't caught up to Obama's https://t.co/JjoFEWOHVq",0.2263,0.217,0.629,0.154,Fri Dec 29 16:44:02 +0000 2017
67,CNN,The 47 most outrageous lines in Donald Trump's New York Times interview | Analysis by Chris Cillizza https://t.co/7aBk67U1hx,-0.5095,0.0,0.829,0.171,Fri Dec 29 16:31:01 +0000 2017
68,CNN,Here are 5 money mistakes to avoid in the new year https://t.co/Yu9uqFj7l1 https://t.co/D7BnAlUZP8,-0.5719,0.0,0.68,0.32,Fri Dec 29 15:08:26 +0000 2017
69,CNN,"Parents in Japan locked their daughter in a room for 15 years until she died, local police say… https://t.co/xygZ51Wyxt",-0.5574,0.0,0.825,0.175,Fri Dec 29 14:53:49 +0000 2017
70,CNN,Goldman Sachs says it's about to take a big hit from the massive overhaul of the US tax code https://t.co/r8lGIKYgKn,0.0,0.0,1.0,0.0,Fri Dec 29 14:33:50 +0000 2017
71,CNN,India's richest man buys brother's mobile business after pricing him out https://t.co/jW4lX2HuZl,0.5267,0.236,0.764,0.0,Fri Dec 29 14:14:38 +0000 2017
72,CNN,Donald Trump doesn't know the difference between climate and weather | Analysis by Chris Cillizza… https://t.co/f4npOCgigB,0.0,0.0,1.0,0.0,Fri Dec 29 13:57:24 +0000 2017
73,CNN,"President Trump tweets that the ""cold"" East Coast ""could use a little bit of"" global warming
https://t.co/VL9MWcKSpQ https://t.co/Esg6C6FXV1",0.1531,0.091,0.909,0.0,Fri Dec 29 13:41:40 +0000 2017
74,CNN,"Trump's 2017, in 17 tweets | Analysis by Gregory Krieg https://t.co/1lZF5kY6mo https://t.co/eBcNqR5HcZ",0.0,0.0,1.0,0.0,Fri Dec 29 13:23:16 +0000 2017
75,CNN,These four chefs met in the ‘80s … and changed everything | via @CNNTravel https://t.co/vspzzbGK8o https://t.co/e0vXmg9VM4,0.0,0.0,1.0,0.0,Fri Dec 29 13:00:44 +0000 2017
76,CNN,"Across the country, many Americans will ring in 2018 with a raise. Here's where the minimum wage is going up next y… https://t.co/YczmaYwQ1V",0.0,0.0,1.0,0.0,Fri Dec 29 12:45:20 +0000 2017
77,CNN,Here's where the minimum wage is going up in 2018 https://t.co/gmWArq1UXF https://t.co/SXlV7IDS1h,0.0,0.0,1.0,0.0,Fri Dec 29 12:29:55 +0000 2017
78,CNN,A transgender man is cautiously hopeful as the date he can join the US military nears https://t.co/q3ATi61KBz https://t.co/AZQx3dWtUo,0.6705,0.268,0.732,0.0,Fri Dec 29 12:24:43 +0000 2017
79,CNN,Two best friends… One epic night! Ring in the New Year with @AndersonCooper &amp; @Andy Cohen on New Year’s Eve Live!… https://t.co/Bob2HynVuJ,0.6988,0.186,0.814,0.0,Fri Dec 29 12:15:27 +0000 2017
80,CNN,"The 6 messages Democrats tried in Trump's first year:
1. Don't 'normalize'
2. Work with Trump where possible; don't… https://t.co/sgR0QNWxqm",0.0,0.0,1.0,0.0,Fri Dec 29 12:05:30 +0000 2017
81,CNN,South Korea has seized a Hong Kong-registered ship that allegedly transferred oil to a North Korean vessel in viola… https://t.co/ak0Qeg83WG,0.0,0.0,1.0,0.0,Fri Dec 29 12:00:14 +0000 2017
82,CNN,The best candidate of 2017 | Analysis by Chris Cillizza https://t.co/SGrdiIlJZd https://t.co/YxifykNgdv,0.6369,0.296,0.704,0.0,Fri Dec 29 11:55:37 +0000 2017
83,CNN,"At least 12 people were killed in a fire Thursday night at an apartment building in the Bronx, one of New York City… https://t.co/qWizAuGEsw",-0.7845,0.0,0.753,0.247,Fri Dec 29 11:46:47 +0000 2017
84,CNN,"More than a dozen animals rescued from a zoo outside Aleppo, Syria, have found a new home in Jordan… https://t.co/zAfC3G21LR",0.4215,0.149,0.851,0.0,Fri Dec 29 11:36:33 +0000 2017
85,CNN,"Broadway and TV actress Rose Marie, best known for her role as Sally Rogers on ""The Dick Van Dyke Show,"" has died.… https://t.co/H2vQIYH5PZ",0.2263,0.147,0.737,0.116,Fri Dec 29 11:18:04 +0000 2017
86,CNN,Apple has apologized to customers for how it rolled out an update that can slow down older iPhones and is offering… https://t.co/3loPKx561J,0.3182,0.099,0.901,0.0,Fri Dec 29 11:07:59 +0000 2017
87,CNN,"An attack at a church south of Cairo, Egypt, has caused a number of injuries. One assailant was killed, state media… https://t.co/kjWsZ0yUlD",-0.8074,0.05,0.656,0.293,Fri Dec 29 10:53:04 +0000 2017
88,CNN,"India inches closer to criminalizing the controversial Islamic divorce practice known as ""triple talaq""… https://t.co/2EUHfwQ68X",-0.2023,0.0,0.886,0.114,Fri Dec 29 10:50:41 +0000 2017
89,CNN,Donald Trump doesn't know the difference between climate and weather | Analysis by Chris Cilliza… https://t.co/Q6cFsXUkEG,0.0,0.0,1.0,0.0,Fri Dec 29 10:33:02 +0000 2017
90,CNN,China's bike-sharing frenzy has turned into a bubble https://t.co/3Lyum3liN1 https://t.co/gXLB53yqez,-0.3182,0.0,0.777,0.223,Fri Dec 29 10:15:50 +0000 2017
91,CNN,"At least 12 people were killed in a fire at an apartment building in the Bronx, New York City officials say https://t.co/JvlJO8vEd0",-0.7845,0.0,0.734,0.266,Fri Dec 29 10:00:05 +0000 2017
92,CNN,President Maduro has accused Portugal of being behind a pork shortage that left thousands in Venezuela without thei… https://t.co/t9bmnBnO4U,-0.4939,0.0,0.792,0.208,Fri Dec 29 09:54:03 +0000 2017
93,CNN,"From windshield projections to never needing to park again, here are some of the coolest features that tease the fu… https://t.co/Et0pt2gU54",-0.3182,0.0,0.897,0.103,Fri Dec 29 09:37:11 +0000 2017
94,CNN,"2018 could see robots on the streets, voice assistants in every room, and tech companies opening your front door wh… https://t.co/GdTp5SFKtV",0.0,0.0,1.0,0.0,Fri Dec 29 09:20:33 +0000 2017
95,CNN,This Indian company can build an apartment in two weeks https://t.co/nRwEuyAqMm https://t.co/n2CEuE6e23,0.0,0.0,1.0,0.0,Fri Dec 29 09:04:24 +0000 2017
96,CNN,"President Trump tweets that the ""cold"" East Coast ""could use a little bit of"" global warming https://t.co/9uZdl0FU28 https://t.co/XOXF9u0YTL",0.1531,0.091,0.909,0.0,Fri Dec 29 08:48:32 +0000 2017
97,CNN,Netflix CEO Reed Hastings will receive nearly $30 million in stock options next year https://t.co/7Shucm35Jq,0.0,0.0,1.0,0.0,Fri Dec 29 08:40:35 +0000 2017
98,CNN,"President Trump's first formal medical exam since taking office will be on Jan 12
https://t.co/wXITwUk05H https://t.co/8I2FPwY23m",0.0,0.0,1.0,0.0,Fri Dec 29 08:24:12 +0000 2017
99,CNN,"South Korea seized a ship it claims transferred oil to a North Korean vessel, violating UN sanctions… https://t.co/W6SHQlYEyO",-0.5423,0.0,0.811,0.189,Fri Dec 29 08:19:06 +0000 2017
