,Account Name,Tweet Text,Compound Score,Positive Score,Neutral Score,Negative Score,Date
87,Fox News,"Parents arrested after Japanese woman, confined to room for 15 years, found frozen to death https://t.co/sESyZ2Wb7Y",-0.7906,0.0,0.667,0.333,Fri Dec 29 19:27:22 +0000 2017
88,Fox News,George Lucas admits he 'may have gone too far' with 'Star Wars: The Phantom Menace' https://t.co/Pr5QKL9Oz7,-0.6808,0.1,0.591,0.309,Fri Dec 29 19:23:41 +0000 2017
89,Fox News,"Former Clinton strategist Mark Penn: ""It's either bipartisanship this year or gridlock."" #DailyBriefing https://t.co/k1MeNhl3x5",0.0,0.0,1.0,0.0,Fri Dec 29 19:23:04 +0000 2017
90,Fox News,"Church group leaves Waffle House employees $3,577 tip https://t.co/G3atpj7oNK",0.0,0.0,1.0,0.0,Fri Dec 29 19:17:31 +0000 2017
91,Fox News,".@GiannoCaldwell on border security: ""We need to get something done because there are real lives at stake.""… https://t.co/k12I35eeg7",0.34,0.124,0.876,0.0,Fri Dec 29 19:16:42 +0000 2017
92,Fox News,Mother-daughter nurses revive dehydrated passenger mid-flight https://t.co/DWoEfH0Ml6,0.34,0.286,0.714,0.0,Fri Dec 29 19:11:50 +0000 2017
93,Fox News,"#MeghanMarkle recalls volunteering on Skid Row, reveals why she almost didn't have an acting career https://t.co/DxMw0o7FSy",0.0,0.0,1.0,0.0,Fri Dec 29 19:08:19 +0000 2017
94,Fox News,.@Dylansprouse on being called a former child actor: 'That term is so derogatory' https://t.co/Ls3wrFpS0R https://t.co/v4ftAN8d1m,0.0,0.0,1.0,0.0,Fri Dec 29 19:00:14 +0000 2017
95,Fox News,Mattis: US determined to reduce civilian casualties in Yemen https://t.co/uEAFX6y6mH,0.34,0.211,0.789,0.0,Fri Dec 29 18:51:42 +0000 2017
96,Fox News,".@RLHeinrichs: ""The Chinese seem to think that @POTUS is bluffing when he says that he is not going to tolerate Nor… https://t.co/0iXDgFtDsu",0.0,0.0,1.0,0.0,Fri Dec 29 18:49:46 +0000 2017
97,Fox News,Surviving son of woman murdered with her two children and lover fears he's next https://t.co/m2C4JSJ60V,-0.296,0.248,0.455,0.298,Fri Dec 29 18:41:42 +0000 2017
98,Fox News,"""It's an honor to have you at the course."" - @POTUS meets with members of the @USCG at #Trump International Golf Cl… https://t.co/z6JszKVdtX",0.4939,0.132,0.868,0.0,Fri Dec 29 18:39:13 +0000 2017
99,Fox News,Ring in the New Year with Fox News Channel! The party starts Sunday at 8p ET. @kennedynation @JesseBWatters… https://t.co/e4HFRbfSns,0.4574,0.143,0.857,0.0,Fri Dec 29 18:30:38 +0000 2017
